,file,label
0,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000010.png,cifar100_0
1,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000021.png,cifar100_0
2,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000028.png,cifar100_0
3,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000061.png,cifar100_0
4,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000068.png,cifar100_0
5,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000121.png,cifar100_0
6,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000139.png,cifar100_0
7,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000149.png,cifar100_0
8,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000192.png,cifar100_0
9,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000232.png,cifar100_0
10,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000243.png,cifar100_0
11,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000261.png,cifar100_0
12,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000277.png,cifar100_0
13,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000313.png,cifar100_0
14,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000363.png,cifar100_0
15,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000391.png,cifar100_0
16,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000394.png,cifar100_0
17,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000416.png,cifar100_0
18,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000428.png,cifar100_0
19,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000449.png,cifar100_0
20,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000516.png,cifar100_0
21,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000556.png,cifar100_0
22,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000561.png,cifar100_0
23,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000574.png,cifar100_0
24,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000595.png,cifar100_0
25,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000613.png,cifar100_0
26,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000650.png,cifar100_0
27,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000653.png,cifar100_0
28,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000661.png,cifar100_0
29,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000667.png,cifar100_0
30,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000792.png,cifar100_0
31,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000833.png,cifar100_0
32,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000854.png,cifar100_0
33,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000867.png,cifar100_0
34,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000900.png,cifar100_0
35,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000912.png,cifar100_0
36,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000966.png,cifar100_0
37,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000968.png,cifar100_0
38,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000973.png,cifar100_0
39,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_000998.png,cifar100_0
40,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_001073.png,cifar100_0
41,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_001082.png,cifar100_0
42,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_001153.png,cifar100_0
43,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_001183.png,cifar100_0
44,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_001198.png,cifar100_0
45,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_001249.png,cifar100_0
46,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_001278.png,cifar100_0
47,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_001305.png,cifar100_0
48,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_001330.png,cifar100_0
49,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_001357.png,cifar100_0
50,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_001373.png,cifar100_0
51,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_001378.png,cifar100_0
52,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_001391.png,cifar100_0
53,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_001431.png,cifar100_0
54,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_001537.png,cifar100_0
55,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_001571.png,cifar100_0
56,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_001591.png,cifar100_0
57,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_001598.png,cifar100_0
58,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/bell_pepper_s_001643.png,cifar100_0
59,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_000005.png,cifar100_0
60,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_000051.png,cifar100_0
61,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_000064.png,cifar100_0
62,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_000127.png,cifar100_0
63,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_000144.png,cifar100_0
64,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_000152.png,cifar100_0
65,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_000262.png,cifar100_0
66,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_000270.png,cifar100_0
67,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_000286.png,cifar100_0
68,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_000331.png,cifar100_0
69,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_000349.png,cifar100_0
70,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_000367.png,cifar100_0
71,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_000388.png,cifar100_0
72,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_000390.png,cifar100_0
73,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_000442.png,cifar100_0
74,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_000636.png,cifar100_0
75,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_000645.png,cifar100_0
76,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_000704.png,cifar100_0
77,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_000751.png,cifar100_0
78,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_000834.png,cifar100_0
79,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_000944.png,cifar100_0
80,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_000999.png,cifar100_0
81,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_001008.png,cifar100_0
82,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_001087.png,cifar100_0
83,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_001094.png,cifar100_0
84,cifar100/coarse/test/fruit_and_vegetables/sweet_pepper/sweet_pepper_s_001096.png,cifar100_0
